# Directed graph (each unordered pair of nodes is saved once): roadNet-PA.txt 
# Pennsylvania road network
# Nodes: 1088092 Edges: 3083796
# FromNodeId	ToNodeId
1049500	1049550
850188	850134
646981	646767
672589	672581
492147	492145
192745	192747
102455	102426
288578	288579
9018	7904
695616	695614
481812	434045
135012	135106
301570	309815
262788	262738
1034534	1034537
23184	36394
39445	38092
6887	6884
179662	179922
246495	246493
535782	543484
1063137	1063118
992238	992234
983080	983079
116996	116712
611256	611257
295101	295092
379123	379124
838899	838910
903719	903550
125624	125623
614399	612850
311845	311846
136036	136031
651364	651365
253568	254115
800842	800843
542214	542160
787404	787656
293980	295694
1027465	1027464
1002949	1002950
487918	487959
757200	757199
241858	241857
79505	79392
304825	304826
415359	415358
775994	775992
794804	794809
579535	579534
714342	714300
264446	264448
898775	898770
534204	534214
949490	949487
173553	173555
812670	812714
739100	738963
355245	355244
374601	374600
632663	632664
217769	218397
178378	178374
750984	750975
325377	325869
300205	300207
700766	700767
587068	586865
1053401	1053402
614102	614101
1029833	1029832
429175	429168
349329	349340
439809	440051
786607	786605
668008	668010
478392	478357
355693	355694
600064	600167
755789	755790
289689	289668
892591	892570
593753	593746
106808	106775
120319	120666
741386	740801
911991	912078
989085	982664
170084	170085
244689	244686
322476	322473
866638	866020
143663	143662
446575	458387
777941	777923
409297	409298
943063	943247
234792	234647
1072463	1065548
430302	430303
587570	587573
102951	102717
879808	879814
499626	499624
1022052	1020586
780826	781161
242296	242297
660943	660944
1010953	1011997
711645	711366
960316	960293
27226	27227
549544	549536
634590	634513
532754	532749
197065	197073
339355	339353
183048	183046
853160	853161
248626	248741
655029	655030
551305	551503
829827	829826
1034108	1034107
271024	270895
105017	105014
789168	788562
154123	149162
588940	588941
7685	6219
792216	798668
855950	855082
184824	184825
634509	634510
362154	362145
574808	574697
720943	720940
485650	485744
67910	68423
813370	813414
172148	172147
893022	893044
122596	118886
448226	448227
741623	749792
536023	536036
829210	829209
941266	941265
987752	987751
111693	111863
382820	382930
920839	909735
829429	829434
86540	86564
639080	638357
945332	945165
318116	317945
535481	535185
397624	397202
629520	627350
235069	235068
334706	334679
391076	394760
600093	600089
895124	895115
628476	628475
851273	851566
986302	986307
1068185	1068189
245146	245169
762658	762619
1004557	1004598
37915	37916
886795	886796
1042092	1041956
763155	763162
798999	798992
603600	596460
507397	509733
645523	645529
107244	107245
97504	97506
1056189	1056195
905765	905983
612478	612476
824885	824536
282815	282812
600031	600032
636992	637003
634631	640869
177459	184938
52553	56350
529822	530036
610850	610849
307723	311323
902571	902546
232326	232317
993748	993752
655703	655704
400982	400521
468867	468863
758360	758361
875650	875653
720731	720732
984871	984872
916921	916928
302835	302775
97431	97427
806806	807181
823955	823957
305713	305717
565135	565134
426911	426920
180968	180970
658140	658139
346701	346554
585813	586931
156604	156602
499811	499812
981766	981764
210659	210656
294316	294310
152323	144706
352922	352912
203642	203619
104015	104016
1043375	1043373
53773	53776
101688	100901
862994	863779
986199	986198
346482	346484
886724	888291
367538	367670
511535	511545
693182	693162
275333	275299
550669	550201
14323	12729
277179	277180
455597	455611
1029416	1029349
28661	25716
352746	352744
969276	969247
285230	285233
910002	909566
1039721	1039720
82891	82854
743160	743161
160523	160436
846590	846591
207463	207462
680676	683177
690468	690469
288528	288529
140415	140422
1021553	1021554
437421	437607
805411	805276
797049	797009
323238	323237
741586	749475
40410	40409
429466	429475
178622	178566
167131	166943
364650	361222
168140	168141
1023481	1023479
591099	591101
424839	424844
550629	549993
970563	971074
360432	361149
7987	7972
838405	838404
24679	24680
795736	795737
228427	228426
317012	317034
651921	651922
847394	847398
280070	280172
43332	43377
174110	183836
423269	771053
810932	810877
173935	173969
516575	515906
3921	3930
566003	566001
798147	798146
284911	309468
498358	498412
855079	855078
591442	591444
444620	451174
836514	836515
358723	358693
15452	15451
362413	363169
206595	206596
919853	919745
78613	79411
883281	883280
905509	905971
835396	835091
394612	394613
203281	203285
55847	55844
1021209	1021210
160928	160930
207855	207858
602148	602140
800933	800934
1032171	1032173
224698	224111
249520	249522
466804	467309
609662	609557
830765	830766
662217	675692
391195	391196
450429	450426
87178	86447
930335	930337
935950	935949
688681	688738
969019	969020
964195	963767
162749	162747
357222	357224
1087638	1087636
596150	596147
1037020	1037019
540023	540025
174625	174626
399522	399100
671110	673321
28966	28967
643698	643235
683273	683189
1008974	1008975
142772	142775
846079	846078
465840	480590
657366	657367
763713	763714
8813	8819
495245	495246
634402	633939
1034305	1034335
162403	159006
576342	576099
70753	70759
366946	366953
747957	737971
419347	419469
798296	798298
522852	522853
409111	409114
322019	322021
979830	979829
226243	226859
133789	133790
1089605	1080233
1017324	1017325
580108	580095
609376	609535
66018	66040
985149	985156
343967	325071
1031434	1031429
245683	245684
761761	761733
547980	547979
735469	735465
1055030	1055031
630888	630333
95440	109045
1045317	1044737
34053	34054
397894	398388
545950	545952
915009	915010
758227	758232
545184	545179
182473	182353
785496	785490
771439	771342
858527	862392
536707	543733
342893	342776
787386	787385
633301	633299
488489	488487
645885	645883
421053	421052
835308	835300
470304	470303
67814	67813
999793	999791
264560	264599
372590	372589
262183	262197
941392	696594
587849	587850
660013	660012
69816	69857
611526	611525
1068778	1068799
95931	95925
565789	565928
684918	684917
128520	128600
1076038	1086692
49344	57002
457062	451255
529672	529685
923074	923077
990569	990572
638367	638364
845465	845484
23646	23647
934001	933994
605229	603419
111553	111551
998712	998714
914018	914002
857241	857240
89667	89666
834473	834477
1077261	1077263
823942	823934
920657	919742
119898	119899
672521	672522
11365	11358
55014	55015
718961	719011
49554	49349
211717	211725
610666	611018
325239	325238
463399	479649
521023	521024
722944	722950
255778	255777
796981	797005
1053194	1059242
837680	837679
1053035	1053034
903766	905341
608767	608760
610196	610088
681834	681831
831787	831786
170008	166014
247222	247221
110496	110497
1083016	1083017
487852	487857
981593	981595
549112	549302
710311	710476
927699	927513
265078	266387
854461	835633
858711	857815
152132	126770
715665	715267
721569	721396
123608	123610
1059647	1059646
39626	39625
144498	144497
656718	656716
908754	917058
825050	822810
558138	558071
1015655	1015654
1063981	1063984
647809	647807
994044	996480
827475	827473
667222	667223
606591	606587
477140	477313
272037	276714
837763	837762
754788	754767
822056	822055
355950	355948
898549	898555
293540	293539
713214	712659
325828	325826
1084272	1084273
385963	385761
645293	645276
350640	350641
836406	836408
1023080	1026194
227272	227489
80350	80348
1011068	1011065
214190	214188
57379	57378
912500	916690
76517	72359
143083	143084
1063423	1089134
1039554	1039555
567295	567282
249181	249183
598261	598233
1039224	1039223
988667	988614
994724	994704
718967	718968
355883	364710
525062	525063
229433	229432
494002	494034
1010603	1010602
165293	171406
148981	153353
103644	103626
450642	450644
302054	302056
901226	901224
935477	935767
643489	643472
740879	740878
908349	908348
1012142	1012141
495153	495317
1023790	1023879
193887	193886
460713	462830
12405	35271
720136	720135
87633	87744
325940	324847
62452	62173
707545	707558
639076	639151
440010	440006
167163	167168
588141	588142
528233	535274
411001	403073
649007	649006
180420	180427
675152	674173
67378	67395
1061218	1062164
595533	595523
890884	891574
498113	498161
1059750	1059752
545252	545228
872757	872016
468982	468983
1019884	1018602
92818	84014
463902	463896
199692	199688
675440	675429
475788	475791
360176	360177
1030808	1050616
695898	695899
825144	825142
301187	301186
289340	289341
830381	830383
412793	397482
112948	113320
109912	107046
13517	12997
908112	908226
847075	847077
372555	372554
3658	3104
180162	180166
783738	783739
803403	803405
312976	312977
771663	771666
818350	818349
953128	952239
382521	382495
461347	461348
841878	841883
734043	734042
1023752	1023751
547972	547973
422760	423333
966119	966220
826461	826465
788538	788539
521893	521892
22378	22339
947597	947599
493833	493832
1079735	1079738
639017	639015
253436	253437
20465	20464
1013806	1013805
986159	986223
494914	494913
902436	902450
819356	819355
545279	545280
595947	595953
798502	798500
629266	629229
918200	918190
95347	95346
810615	815503
432168	432173
770842	770841
496406	496326
634428	651428
811591	811590
897946	897945
974546	974547
799402	800214
1022056	1022057
930701	930700
1082281	1082215
66033	66118
934006	934002
583505	583402
84816	84818
954724	954762
72816	72815
383941	384106
733918	733674
1059924	1059923
232471	232468
621619	145025
129110	129108
856357	856222
149205	149207
1047071	1047064
170532	170530
394304	394302
596853	596855
359138	358279
732138	732134
350134	349547
851762	851761
324121	324115
613011	613017
1016008	1016238
724431	721996
675125	675124
843406	843410
312939	312940
461528	461545
919733	920202
851731	851728
309302	302870
1038166	1032229
751399	751334
974903	975177
971767	971760
424991	424992
652521	924386
158808	169582
1071477	593777
789733	789107
516086	516017
486935	487383
862078	862079
320784	320378
617194	616474
435250	435248
689297	695070
360703	361125
1004991	1004990
27565	27566
835207	835191
354346	353543
695866	695855
1067088	1067408
29766	29786
386131	386101
234963	222883
134529	134534
10801	9567
331451	331449
116293	116273
963781	963782
137200	137203
870648	870649
783172	781731
445340	445787
874705	874706
806424	806423
155782	144873
938936	939056
564382	564384
338312	337544
209036	209032
1040215	1040212
771740	771704
513078	508844
545145	545147
458974	459694
64504	64508
661943	661944
257745	257856
932043	932040
21487	21488
885450	884866
259582	259538
314154	320621
1051573	1051346
909076	909075
777254	777256
403858	403857
549955	550915
363463	363457
760875	760870
691933	691932
989809	989808
437628	437500
514836	514833
188751	188750
251868	251444
187304	187373
383672	383673
835336	835338
659603	659592
846878	846874
644004	643993
445377	445378
368228	368564
198051	198049
619074	619075
609991	608648
27841	27811
766220	766222
500393	500479
410906	410905
973658	973723
67434	75080
357451	781690
451489	451452
465760	478766
53441	53446
10445	3475
252047	252868
1040896	1045329
186564	186408
315024	315022
996866	996865
422507	422469
659182	659183
717925	718296
549281	549839
258927	259975
939169	939172
472812	472481
324793	337198
157829	157830
566916	566837
771816	772016
453715	453695
710443	710442
148675	148673
665071	665072
416286	416298
568440	568442
792211	792213
193404	197425
1076332	1076338
693123	693122
894716	894760
587343	587314
942633	942631
375242	376162
401524	401268
176050	185633
1024212	1024210
217870	217871
598612	598615
259380	263288
444109	443643
482149	485084
167923	168565
384674	384662
894972	894973
767684	767687
374147	373840
301479	301471
717641	717331
29958	30397
711361	711574
35260	35258
443107	443165
567320	567325
440199	440200
836692	836694
513108	513107
65753	65744
666269	666271
602169	602176
458741	460444
106846	106844
390948	392105
567141	567238
577328	577329
810213	810211
543391	543217
936465	938663
480921	311991
1034060	1035852
930343	931043
900795	900794
913023	913026
853075	849582
401293	401292
824363	824366
550865	551087
1012607	1012602
563265	563263
139007	139020
1065868	1087454
26860	26901
1015209	1015210
531753	531747
457393	457395
519396	519384
14565	14563
704094	704138
481561	481644
944545	944379
714366	714367
516271	516272
875535	875343
88145	88149
1001233	1001234
116677	116678
231493	231495
267877	267883
424362	424375
108723	108721
483825	483826
23415	23384
927731	927726
541668	541575
300466	300464
381584	371009
438352	438346
948763	943223
1032343	1032331
1074473	1074447
374798	374787
440696	440695
727483	727482
906424	906691
1011853	1011850
338001	337995
749182	748200
333822	333821
183386	183389
113844	113845
650735	649146
385939	385915
1003375	1010749
780965	780947
476994	477000
662141	662140
550900	550928
44677	44143
936389	935874
792755	792754
392068	392071
710510	710135
304975	304965
156133	156636
267484	267374
654590	654564
288804	288806
1056537	1056269
1019277	1019276
921688	920852
444550	444544
404185	404193
234473	234468
472695	472350
277791	282183
1062902	1062903
519931	519930
605150	600389
617336	612114
744243	744348
847141	847102
1025382	1025383
608748	608760
282503	272643
981285	981253
332832	332830
323986	323997
337553	337554
851218	851712
120934	123002
189291	189289
248422	248420
371762	371754
425393	425392
156570	156572
607169	607171
289820	289779
106493	106494
98698	98700
431097	431088
1074088	1074085
56342	42823
755559	755552
743112	742492
198631	211991
885237	885243
840700	838550
568676	568611
129322	128199
674284	674288
58273	58274
18019	18020
121096	121097
616686	617006
216766	216767
718500	718566
846846	854119
139449	139479
644499	644478
206600	206613
810924	810922
286144	285976
681148	681290
592902	592776
1852	1853
731656	747413
809376	809361
306739	306743
280776	280778
561576	563102
127847	127524
29192	29191
13373	13372
473147	473117
444288	444094
359568	359567
335475	335474
365859	356582
635562	635560
224500	234363
82288	82270
604607	604604
112241	112247
320744	321039
621155	621292
797797	797802
366389	360876
311836	311623
189357	189375
96147	107935
999360	999362
944513	944494
616061	616060
347079	347089
521859	521854
71019	71014
567215	567214
787597	787206
524646	524647
192571	192617
560614	562656
91395	81990
820819	820835
953907	953906
628153	628154
408639	408432
1020326	1020536
282284	283904
463643	463647
878737	878738
220244	220387
707585	707491
1079457	1079456
48629	48628
751971	751981
584312	605613
881635	881633
611640	611641
580251	581542
436140	436138
374620	374634
711582	711332
143335	155512
459528	459903
360764	359837
33200	33201
1035580	1035581
411183	402348
716177	716901
687939	687656
575370	575368
881832	882549
624988	624995
467396	467397
26942	26941
82692	82695
724855	724856
868311	868216
875342	875334
219305	223926
37292	37287
1053403	1053401
657532	657534
870249	871337
285785	285748
331120	331179
873057	873055
789632	788745
21453	21449
136723	136718
1040159	1039559
801237	791007
685992	696846
562065	562064
221430	221250
43249	43256
86479	86500
41635	41534
903468	902016
22865	22873
1069514	1069524
190401	210762
132901	145461
913829	913832
443289	443290
911807	911801
84420	84413
871765	871952
850209	850211
325666	325658
768837	768834
255118	255116
374729	371809
42217	42227
461586	461588
437168	437137
232851	232852
738616	738614
892642	892876
285557	285558
929854	929852
76547	72578
348036	348040
940010	940008
372614	372294
804411	804390
147966	147974
490207	490214
718401	717328
205552	205553
222625	222626
999705	999751
603050	603026
643438	643425
179189	179187
491795	491782
591737	591741
807422	807419
192413	192869
66230	66229
888048	888051
689316	689378
765083	765162
60055	60059
62931	62909
369128	369119
989367	989366
440610	442194
972278	972290
261794	261793
717766	718181
834379	854369
178165	178163
666187	666186
1087058	1087057
343471	325687
401999	402005
393742	393745
740834	739800
633316	635160
1591	1422
505318	505150
679547	679548
830484	830457
385736	385737
238946	238947
326943	327470
123116	123115
59289	77055
207694	207693
668360	668359
480725	480749
494068	494071
396569	396523
109246	98759
969835	969833
519117	519116
770427	770426
656890	656777
569113	569112
906958	906180
418481	418478
346179	346176
51136	51153
234968	225508
126153	126107
333118	332946
920718	918165
932068	932179
656520	656519
754589	756563
364916	364918
623334	623442
227495	227290
17145	12812
353226	353230
991076	991075
738760	738967
546861	546963
344797	343099
317286	317287
796266	796267
174898	174899
566774	566772
387660	387646
714167	714344
205617	205621
7126	5178
808488	808490
5676	6079
707597	707596
288050	288052
588519	588518
901474	901804
579478	579477
38575	38574
602005	602014
769741	768684
1075398	1075362
674616	674621
463245	463247
846257	846259
525109	525046
855442	855439
710240	710216
117285	122870
919796	919483
119379	119123
795733	795734
932305	932316
366698	366805
888976	888975
1043068	1043069
641756	641755
92334	84236
62710	69668
308499	308505
485829	485830
614084	613835
288562	310230
198906	198119
977291	970214
257011	257008
1006413	1014168
951840	804679
707234	708052
810921	812205
572917	572256
720644	720643
747501	741948
759558	759559
67545	67561
879141	877832
408263	408235
143939	143945
424235	424243
711153	711250
1053653	1053652
176272	184883
1018226	1018227
1031595	1031305
1078614	1078591
1032865	1032868
407118	407102
1007906	1007937
692368	691044
725092	725091
577045	577044
19200	19180
138212	138213
726936	726937
1055280	1055279
36457	11519
968519	968506
401817	401795
869262	869259
271810	271807
894	2646
1038769	1038773
232590	232591
711920	712159
431713	431715
1004741	1004742
275650	275655
917593	917591
159612	159536
177560	177559
672623	672622
188169	188173
147895	147893
463061	477646
221807	221778
801546	801545
1020994	1020996
340685	340793
330862	330609
262573	262572
323790	323672
555251	555344
712052	712053
356846	357146
1024436	1024434
300798	300769
464976	464977
226581	226588
147072	147071
667791	677105
637164	637148
420599	420578
535019	535017
408592	408588
114607	114628
760059	760060
968379	968372
696436	693930
632528	634239
584605	584602
1062758	1062743
998728	998787
161485	161484
1016824	1016823
485818	494398
28081	28080
1005973	1005971
510856	510859
872428	872426
760071	760064
834387	834381
377335	377343
271865	280957
925826	925482
203528	203529
357512	357510
812123	812124
514578	514584
54793	54790
934812	934811
1022492	1022117
349550	348976
529850	529855
774985	839730
832520	832521
309805	301537
640136	640135
990004	990002
885187	885185
158064	167514
932302	932049
631367	631366
335732	335738
270486	270240
637995	651187
371471	375847
391790	391787
11660	11679
37505	37494
70517	70518
28218	28216
500097	500104
927511	927510
146427	146414
387665	387959
451592	451587
998972	998971
951017	949840
1015964	1015965
434312	434441
396770	396772
905742	905716
975281	975280
292979	308167
1064125	1064076
369056	369661
253184	253693
482740	482734
209481	209524
404738	404745
326090	343405
187511	187516
451651	451650
262999	262078
543019	542995
408502	408002
681990	681940
599154	599156
999367	998872
229550	228896
278047	278038
1067620	1082976
100078	100079
264605	264628
237624	237653
384119	383513
788793	788794
232428	232427
157351	148593
102035	102396
818015	818014
717795	717330
736932	736933
815190	803291
663467	663468
15215	15214
704904	704905
729895	729858
798695	798736
656917	656920
1076463	1073511
966491	966494
440476	440530
673964	673960
991162	991214
95855	95852
1021943	1022221
766858	766857
827925	827932
154001	154002
659058	659057
785646	785645
469886	469862
475587	475586
295411	297016
142761	142752
418695	419224
270326	270327
1063697	1085943
1082033	1082036
153562	153561
1023015	1023019
198512	198506
14395	14402
427563	427567
769533	769532
619385	629333
472926	472940
22324	22628
666176	666172
60755	74959
48105	48104
1075529	1075508
462526	462022
998748	1000404
933804	933803
89531	91571
1086168	1086167
467170	466877
94789	94787
393904	393905
688982	688781
610311	609592
865796	861256
468475	468416
471323	471324
991423	993838
698002	698767
901557	904993
792611	792612
802317	800260
82264	91368
566213	566214
69282	74291
279292	279298
472970	472339
727798	727796
747093	747091
134101	134095
911546	911548
635714	635713
107224	224388
576084	576085
453065	453064
815867	815043
174021	185623
451929	451500
927517	927516
407950	407949
941515	943756
606194	606864
898785	898786
96833	96832
686164	686162
946055	946057
19463	20218
76033	59211
565373	565374
570175	570168
193432	193446
461891	461902
875422	875421
349413	349959
329450	329268
243548	243551
329411	329409
301441	301442
634236	634237
123182	123180
386980	385593
70703	70708
863261	863262
164447	164443
21398	21395
155544	149725
641605	641606
402147	402144
36071	36069
72076	72077
663731	663730
862222	862226
337806	337940
250905	250811
785269	785271
781919	781912
23933	23931
105775	105772
831760	843763
749113	749114
771133	771111
688887	688886
449449	449488
487821	487829
437109	437108
861759	861743
584388	584393
180603	180601
517756	517705
223125	222721
68597	68598
508457	508455
846587	846583
199253	199251
26692	26615
606151	606057
628127	628115
767278	767311
312093	312092
909006	909004
252362	252381
83900	83851
831392	831390
846979	846980
806731	806696
638331	638297
680005	692412
506463	511539
108731	96589
129366	129367
641838	642292
802443	802434
28793	28795
207445	207461
595556	595560
101393	101395
165074	164942
429600	429585
884218	883732
742173	742167
862742	862741
948327	948218
655657	655656
788847	788845
531697	531692
195368	212010
770941	770940
15182	21519
362404	363169
452494	452513
219207	219218
1038128	1038133
474614	474509
149813	149822
610613	610614
947970	948104
765399	765384
18050	17998
231384	231372
1082822	1082823
966545	966546
1042113	1042153
227858	227849
218139	218163
790674	790619
63922	63925
105138	107416
304959	304938
339416	339329
151147	142299
217819	217831
315141	320899
810252	810232
20146	21380
270773	271154
745852	745851
367440	367439
691369	691364
88147	88148
654860	654862
984185	984184
541501	541484
105440	105444
88793	88638
159950	159952
99652	99653
183116	183115
497671	497673
82797	82796
632616	632998
909144	909166
939815	939819
681383	681382
207780	207863
16249	16251
853960	853956
977048	977162
764022	763812
998768	998769
165010	165009
896659	896658
181413	182863
300256	297477
140635	140637
862075	862073
213211	211057
38799	38770
604627	604623
878178	878782
834433	834414
265732	265711
871243	871242
906807	906781
962065	961765
1074421	1074422
280617	280622
394940	384554
466018	466019
440771	440772
720363	720365
496006	496001
520103	520102
401923	401918
1068299	1068298
996661	996254
1064953	1088880
332881	333545
579258	565274
552004	551981
187593	187567
7308	6416
113056	113055
851266	851270
1010416	1008233
683972	683964
422615	422610
77425	110056
705467	706074
715104	715089
144721	144720
286206	286207
220118	220109
761278	761284
210395	210401
15682	15659
106858	106869
1061675	1062105
717903	717601
652351	652375
513440	513441
236021	236020
466284	466269
353554	350321
175531	175299
996338	993668
515099	515111
392227	392221
521691	521692
1027871	1027873
743323	742234
242032	242027
596517	597388
720845	720844
163635	163637
709495	709703
623362	623368
1029831	1029832
624378	624377
940933	940566
619659	619630
699426	699440
969929	970330
263450	263449
92091	92094
268305	268275
390771	396293
891247	891249
309310	309313
14129	14128
676519	676521
509610	509616
983135	983134
754936	754937
422684	422983
229363	229362
996624	1001149
300752	300753
967552	959004
367321	367320
263385	263491
204144	204151
17673	17672
504326	504328
375630	375589
547440	547182
666060	666059
153803	126460
115826	115824
965053	225811
730706	736235
904850	904848
233330	233352
634915	634909
218839	218257
798031	798020
1062051	1062057
523925	524222
162163	162162
762828	762827
844351	844350
534845	538355
517804	518143
654680	654679
981281	981244
928384	928620
902640	902657
322280	322276
865492	865488
989291	989292
450943	450912
992490	992489
964152	964151
575293	575289
982948	982944
297983	297894
782051	782048
671220	671221
832963	832957
697212	697211
377754	377756
449658	449093
199823	199822
472172	472261
965508	965789
188490	205283
662700	675796
692149	692145
285670	285668
838794	838797
569699	569698
614241	614968
1022553	1022551
36839	57055
844683	844678
437647	436979
1040494	1040500
270433	272629
22062	22061
444759	444760
1045167	1045166
684784	684782
659099	659100
298078	298033
552950	553244
1083284	1083285
135838	135849
187483	216241
233522	233525
57535	77126
91413	91808
408992	408987
361544	361546
99745	99751
274238	274228
756007	756008
276095	276254
345284	345389
903386	904304
419612	419615
702414	702432
385464	384409
169629	169628
928342	928433
359930	359929
243463	157450
446588	446896
442999	442997
143905	143906
1028484	1028650
608855	608894
847158	847156
39004	39001
901504	901503
10503	10501
797364	797365
205963	205962
419723	419722
391723	391717
1001326	1001955
632774	632776
847364	847371
646734	646968
657600	657599
490710	491137
766640	766639
836411	836421
980031	980027
339976	339974
513688	513142
94703	94821
427919	428516
657023	657025
572513	572522
391530	391522
412330	412326
446439	446441
845341	845336
47410	47409
780816	780810
434201	434135
505156	505099
908501	908163
1078626	1078621
193452	193425
836409	836413
648506	648505
51473	51475
818912	819208
7342	7341
27036	27038
702578	702563
1038225	1038224
830457	830450
984637	984634
697823	697801
367477	367476
229640	232094
681736	681729
311819	311587
702465	702468
151069	151066
670156	670096
943125	943123
91692	87886
934439	934444
1010993	1010991
752665	752671
197244	197249
423472	423378
461609	461610
64230	64231
547766	547779
806360	806358
174056	174058
19022	19018
900200	900183
720507	720505
640755	640756
1054618	1054619
73527	73508
148179	148127
310313	291865
718600	718599
564105	934022
850817	851003
258047	258046
627317	627318
808041	808049
13158	13157
746337	746336
838102	838104
39919	39918
164865	164864
950509	941195
891029	891030
63453	63449
537649	544098
876289	876291
1006568	1006544
269307	281631
278851	279118
55539	55540
32849	17723
95122	95052
217434	218558
770212	770210
182444	182445
173973	173967
190277	190273
601266	601262
940410	940244
704013	704014
541199	542441
306541	306520
620992	620993
772769	772768
282619	282392
886059	886041
365676	365677
335785	335784
390676	390735
338100	338680
123904	123903
